"Año","Origen","U_Destino","Cantidad"
"1958","New york U.","U. Pontificia bolivariana","1"
"1958","U. Of illinois at urbana-champaign","U. De los andes","2"
"1958","U. Of notre dame","U. De los andes","3"
"1958","Rensselaer polytechnic institute","U. Nal. De Col.","4"
"1958","Rice U.","U. Nal. De Col.","5"
"1959","Southern methodist U.","U. Pontificia bolivariana","6"
"1959","U. Of illinois at urbana-champaign","U. De los andes","7"
"1959","U. Of illinois at urbana-champaign","U. De los andes","8"
"1960","Harvard U.","U. Javeriana","9"
"1960","Central washington U.","U. Nal. De Col.","10"
"1960","U. Of tulsa","U. Industrial de std","11"
"1960","Cornell U.","U. Nal. De Col.","12"
"1960","Bowdoin college","U. Del atlantico","13"
"1961","Michigan state U.","U. De los andes","14"
"1961","Michigan state U.","U. Nal. De Col.","15"
"1961","Michigan state U.","U. De los andes","16"
"1961","Baylor U.","U. Nal. De Col.","17"
"1961","Georgetown U.","U. Javeriana","18"
"1961","Saint louis U.-main campus","U. Pedagogica nal.","19"
"1961","Otterbein U.","U. Del atlantico","20"
"1961","Pennsylvania state U.","U. Del atlantico","21"
"1961","U. Of rochester","Instituto caro y cuervo","22"
"1961","U. Of rochester","Instituto caro y cuervo","23"
"1962","Harvard U.","U. Javeriana","24"
"1962","U. Of colorado","U. Nal. De Col.","25"
"1962","Ohio state U.","U. Industrial de std","26"
"1962","Stanford U.","U. Javeriana","27"
"1962","U. Of california - los angeles","U. Pedagogica nal.","28"
"1962","U. Of california, berkeley","U. Del atlantico","29"
"1962","Michigan state U.","U. Javeriana","30"
"1963","Southern methodist U.","U. De cartagena","31"
"1963","Western michigan U.","U. Nal. De Col.","32"
"1963","Johns hopkins U.","U. Nal. De Col.","33"
"1963","U. Of illinois at urbana-champaign","U. De los andes","34"
"1963","Stanford U.","U. Del cauca","35"
"1963","Massachusetts institute of technology","U. De los andes","36"
"1963","Massachusetts institute of technology","U. Industrial de std","37"
"1963","Saint louis U.-main campus","U. Pedagogica nal.","38"
"1963","Harvard U.","Colegio mayor de nuestra señora del rosario","39"
"1963","U. Of wisconsin - madison","U. Nal. De Col.","40"
"1963","U. Of oregon","U. De los andes","41"
"1964","Iowa state U.","U. Del valle","42"
"1964","Northwestern U.","U. Javeriana","43"
"1964","U. Of california - los angeles","U. Nal. De Col.","44"
"1964","U. Of california - los angeles","U. Nal. De Col.","45"
"1964","U. Of georgia","U. De nariño","46"
"1964","U. Of rochester","U. De caldas","47"
"1964","Johns hopkins U.","U. Nal. De Col.","48"
"1964","Columbia U. In the city of new york","U. De cartagena","49"
"1964","Southern methodist U.","U. Javeriana","50"
"1964","U. Of wisconsin - madison","U. Javeriana","51"
"1964","U. Of michigan - ann arbor","U. Pedagogica nal.","52"
"1964","Cornell U.","U. Nal. De Col.","53"
"1964","Massachusetts institute of technology","U. Javeriana","54"
"1964","Indiana U. Bloomington","U. Javeriana","55"
"1964","U. Of oklahoma","U. Javeriana","56"
"1964","Georgetown U.","U. De antioquia","57"
"1965","U. Of kansas","U. De los andes","58"
"1965","Syracuse U.","U. Pedagogica nal.","59"
"1965","Princeton U.","U. Javeriana","60"
"1965","New york U.","U. Nal. De Col.","61"
"1965","Southern methodist U.","Colegio mayor de nuestra señora del rosario","62"
"1965","Yale U.","U. Nal. De Col.","63"
"1965","U. Of illinois at urbana-champaign","U. Javeriana","64"
"1965","U. Of illinois at urbana-champaign","U. Nal. De Col.","65"
"1965","Purdue U.","U. De cartagena","66"
"1965","U. Of california - los angeles","U. Del cauca","67"
"1965","U. Of new mexico","U. De los andes","68"
"1965","Georgia institute of technology - main campus","U. Nal. De Col.","69"
"1965","Stanford U.","U. De los andes","70"
"1965","U. Of miami","U. Pedagogica y tecnologica de Col. - uptc","71"
"1965","Stanford U.","U. De los andes","72"
"1965","Oklahoma state U.","U. De antioquia","73"
"1965","U. Of miami","U. Nal. De Col.","74"
"1965","U. Of florida","U. Pedagogica nal.","75"
"1965","Indiana U. Bloomington","U. Nal. De Col.","76"
"1965","Washington U. In st louis","U. Pedagogica nal.","77"
"1965","U. Of cincinnati","U. Nal. De Col.","78"
"1966","Claremont graduate U.","U. De caldas","79"
"1966","Vanderbilt U.","U. Javeriana","80"
"1966","Michigan state U.","U. De los andes","81"
"1966","U. Of texas at austin","U. Del atlantico","82"
"1966","Colorado state U.","U. Nal. De Col.","83"
"1966","Louisiana state U. And a&m college","Fundacion U. De bogota - jorge tadeo lozano","84"
"1966","Colorado state U.","U. De los andes","85"
"1966","U. Of kansas","U. Del atlantico","86"
"1966","U. Of wisconsin - madison","U. Del valle","87"
"1966","Iowa state U.","U. Pedagogica nal.","88"
"1966","Fordham U.","U. Pontificia bolivariana","89"
"1967","Arizona state U.","U. De caldas","90"
"1967","Yale U.","U. De los andes","91"
"1967","Illinois institute of technology","U. Nal. De Col.","92"
"1967","Kansas state U.","U. Nal. De Col.","93"
"1967","Iowa state U.","U. De los andes","94"
"1967","Montana state U. - bozeman","U. Del valle","95"
"1967","U. Of illinois at urbana-champaign","U. De los andes","96"
"1967","U. Of north dakota","U. De los andes","97"
"1967","U. Of california - los angeles","U. De los andes","98"
"1967","Illinois institute of technology","U. Del valle","99"
"1967","U. Of arizona","U. Javeriana","100"
"1967","Illinois institute of technology","U. De los andes","101"
"1967","Columbia U. In the city of new york","U. Pontificia bolivariana","102"
"1968","U. Of wisconsin - milwaukee","U. Javeriana","103"
"1968","Kansas state U.","U. Pedagogica nal.","104"
"1968","Texas a&m U.","U. Javeriana","105"
"1968","U. Of california - los angeles","U. Nal. De Col.","106"
"1968","U. Of illinois at urbana-champaign","U. Nal. De Col.","107"
"1968","Rensselaer polytechnic institute","U. De los andes","108"
"1968","Stevens institute of technology","Escuela naval de cadetes almirante padilla","109"
"1968","Rensselaer polytechnic institute","U. Nal. De Col.","110"
"1968","U. Of puerto rico","U. Pedagogica y tecnologica de Col. - uptc","111"
"1968","Rutgers, the state U. Of new jersey","U. Nal. De Col.","112"
"1969","Stanford U.","U. Del valle","113"
"1969","Southern methodist U.","Colegio mayor de nuestra señora del rosario","114"
"1969","New york U.","U. Nal. De Col.","115"
"1969","Stanford U.","U. Javeriana","116"
"1969","Michigan state U.","U. Javeriana","117"
"1969","Colorado state U.","U. De antioquia","118"
"1969","U. Of south florida","U. Nal. De Col.","119"
"1969","U. Of north carolina at chapel hill","Instituto ibac","120"
"1970","Tufts U.","U. De roma","121"
"1970","U. Of pennsylvania","U. Nal. De Col.","122"
"1970","Tufts U.","U. Industrial de std","123"
"1970","U. Of texas at austin","U. De los andes","124"
"1970","U. Of iowa","U. Nal. De Col.","125"
"1971","U. Of new mexico","U. Pedagogica y tecnologica de Col. - uptc","126"
"1971","Suny at albany","Colegio mayor de nuestra señora del rosario","127"
"1971","Wichita state U.","U. Javeriana","128"
"1971","Georgia state U.","U. Del valle","129"
"1971","Georgia institute of technology - main campus","U. De los andes","130"
"1971","Georgia state U.","U. De los andes","131"
"1971","Kansas state U.","U. Industrial de std","132"
"1971","Montana state U. - bozeman","U. Del valle","133"
"1971","Harvard U.","U. De los andes","134"
"1972","U. Of south carolina - columbia","U. Eafit-","135"
"1972","New york U.","U. Pedagogica y tecnologica de Col. - uptc","136"
"1972","Kansas state U.","U. De los andes","137"
"1972","U. Of oregon","U. De los andes","138"
"1972","U. Of texas at austin","U. Del atlantico","139"
"1972","Cornell U.","U. Javeriana","140"
"1972","U. Of texas at austin","Colegio mayor de nuestra señora del rosario","141"
"1972","Western michigan U.","U. Nal. De Col.","142"
"1972","Indiana U. Bloomington","U. Javeriana","143"
"1972","Georgia institute of technology - main campus","U. Javeriana","144"
"1972","Stanford U.","U. Javeriana","145"
"1972","U. Of massachusetts amherst","U. De los andes","146"
"1972","Stanford U.","U. De los andes","147"
"1972","U. Of southern california","U. De los andes","148"
"1972","Indiana U. Bloomington","U. De los andes","149"
"1972","Boston U.","U. Nal. De Col.","150"
"1972","Northeastern U.","U. Industrial de std","151"
"1972","Massachusetts institute of technology","U. Nal. De Col.","152"
"1972","Unknown","U. De antioquia","153"
"1972","Indiana U. Bloomington","U. De los andes","154"
"1972","Indiana U. Bloomington","U. De antioquia","155"
"1972","Indiana U. Bloomington","U. De antioquia","156"
"1972","U. Of iowa","U. Pedagogica nal.","157"
"1973","Princeton U.","U. De los andes","158"
"1973","Southern illinois U. Carbondale","U. De los andes","159"
"1973","Suny at buffalo","U. De los andes","160"
"1973","Stanford U.","U. Javeriana","161"
"1973","Ohio state U.","U. Javeriana","162"
"1973","Southwestern legal foundation","U. Javeriana","163"
"1973","U. Of iowa","U. Pedagogica nal.","164"
"1973","Georgetown U.","U. Javeriana","165"
"1973","Columbia U. In the city of new york","U. Javeriana","166"
"1973","Oklahoma state U.","U. Pedagogica nal.","167"
"1973","Georgia institute of technology - main campus","U. Javeriana","168"
"1973","U. Of arizona","U. Nal. De Col.","169"
"1973","U. Of minnesota - twin cities","U. De los andes","170"
"1973","U. Of massachusetts amherst","U. De los andes","171"
"1973","Stanford U.","U. De los andes","172"
"1973","U. Of pittsburgh - main campus","U. Del valle","173"
"1973","Indiana U. Bloomington","U. De los andes","174"
"1974","Massachusetts institute of technology","U. De los andes","175"
"1974","Harvard U.","U. Del atlantico","176"
"1974","U. Of miami","U. Pedagogica y tecnologica de Col. - uptc","177"
"1974","Harvard U.","U. De los andes","178"
"1974","Harvard U.","U. De los andes","179"
"1974","Harvard U.","U. De los andes","180"
"1974","U. Of wisconsin - milwaukee","U. Javeriana","181"
"1974","Northern illinois U.","U. Pedagogica y tecnologica de Col. - uptc","182"
"1974","Portland state U.","U. Pedagogica y tecnologica de Col. - uptc","183"
"1974","Temple U.","U. Nal. De Col.","184"
"1974","Clemson U.","U. Nal. De Col.","185"
"1974","Stevens institute of technology","U. Nal. De Col.","186"
"1974","U. Of michigan - ann arbor","U. Nal. De Col.","187"
"1974","U. Of pittsburgh - main campus","U. Nal. De Col.","188"
"1974","U. Of michigan - ann arbor","U. De cartagena","189"
"1974","Massachusetts institute of technology","U. De los andes","190"
"1974","Purdue U.","U. Nal. De Col.","191"
"1974","U. Of vermont","U. Del cauca","192"
"1974","Ohio state U.","U. De los andes","193"
"1974","U. Of wisconsin - madison","U. Javeriana","194"
"1974","U. Of the pacific","U. Distrital-francisco jose de caldas","195"
"1974","U. Of houston","U. Industrial de std","196"
"1974","Georgia institute of technology - main campus","U. De los andes","197"
"1974","Unknown","U. De los andes","198"
"1974","U. Of wisconsin - madison","U. De los andes","199"
"1974","U. Of iowa","U. Del atlantico","200"
"1974","U. Of kansas","U. Del valle","201"
"1974","U. Of cincinnati","U. Nal. De Col.","202"
"1974","U. Of akron","U. Javeriana","203"
"1974","U. Of rochester","U. Nal. De Col.","204"
"1974","Harvard U.","U. Nal. De Col.","205"
"1974","Michigan state U.","U. De los andes","206"
"1975","Harvard U.","U. De los andes","207"
"1975","Southern illinois U. Carbondale","U. Nal. De Col.","208"
"1975","Syracuse U.","U. Javeriana","209"
"1975","U. Of new mexico","U. De antioquia","210"
"1975","Clemson U.","U. Nal. De Col.","211"
"1975","Ohio U. - main campus","U. De los andes","212"
"1975","Stanford U.","U. De los andes","213"
"1975","Washington U. In st louis","U. De los andes","214"
"1975","Ohio U. - main campus","U. De los andes","215"
"1975","The new school","U. De los andes","216"
"1975","U. Of vermont","U. De los andes","217"
"1975","Southern illinois U. Carbondale","U. Nal. De Col.","218"
"1975","U. Of florida","U. De los andes","219"
"1975","U. Of cincinnati","U. Nal. De Col.","220"
"1975","U. Of louisville","U. Javeriana","221"
"1976","Harvard U.","U. De los andes","222"
"1976","Stanford U.","U. Eafit-","223"
"1976","Indiana U. Bloomington","U. Del norte","224"
"1976","Massachusetts institute of technology","U. De los andes","225"
"1976","U. Of california, berkeley","U. Javeriana","226"
"1976","Columbia U. In the city of new york","U. De los andes","227"
"1976","Purdue U.","U. De los andes","228"
"1976","Ohio U. - main campus","Fundacion U. De bogota - jorge tadeo lozano","229"
"1976","Stanford U.","U. De los andes","230"
"1976","Columbia U. In the city of new york","U. Javeriana","231"
"1976","Temple U.","U. Nal. De Col.","232"
"1976","Temple U.","U. Nal. De Col.","233"
"1976","U. Of louisville","U. De los andes","234"
"1976","U. Of pittsburgh - main campus","U. De los andes","235"
"1976","Massachusetts institute of technology","U. Nal. De Col.","236"
"1976","U. Of louisville","U. Nal. De Col.","237"
"1976","Rensselaer polytechnic institute","U. De los andes","238"
"1976","Ohio U. - main campus","U. Nal. De Col.","239"
"1976","Suny at buffalo","U. Del valle","240"
"1976","U. Of michigan - ann arbor","U. Pontificia bolivariana","241"
"1976","Carnegie mellon U.","U. De los andes","242"
"1976","Columbia U. In the city of new york","U. De los andes","243"
"1976","Ohio U. - main campus","U. Industrial de std","244"
"1976","Ohio U. - main campus","U. De los andes","245"
"1976","Manhattan college","U. Nal. De Col.","246"
"1976","U. Of california - los angeles","U. Industrial de std","247"
"1976","Georgetown U.","U. De antioquia","248"
"1976","U. Of pittsburgh - main campus","U. Libre","249"
"1976","Tulane U.","U. Nal. De Col.","250"
"1976","Lehigh U.","U. Javeriana","251"
"1976","Duke U.","U. Nal. De Col.","252"
"1976","Rutgers, the state U. Of new jersey","U. De los andes","253"
"1976","U. Of louisville","U. Javeriana","254"
"1976","Oregon state U.","U. Nal. De Col.","255"
"1976","Suny college of environmental science and forestry","U. Nal. De Col.","256"
"1976","U. Of northern iowa","U. Pedagogica y tecnologica de Col. - uptc","257"
"1977","Harvard U.","U. De los andes","258"
"1977","U. Of south carolina - columbia","U. Del norte","259"
"1977","Cornell U.","U. Nal. De Col.","260"
"1977","North dakota state U. - main campus","U. De cordoba","261"
"1977","U. Of miami","U. Del valle","262"
"1977","Boston U.","U. De los andes","263"
"1977","Johns hopkins U.","U. De los andes","264"
"1977","Ohio U. - main campus","U. De los andes","265"
"1977","San diego state U.","U. Nal. De Col.","266"
"1977","Harvard U.","U. Nal. De Col.","267"
"1977","Southern methodist U.","Colegio mayor de nuestra señora del rosario","268"
"1977","U. Of illinois at urbana-champaign","Colegio mayor de nuestra señora del rosario","269"
"1977","Harvard U.","U. De los andes","270"
"1977","Unknown","U. Javeriana","271"
"1977","The new school","U. De los andes","272"
"1977","U. Of wisconsin - madison","U. De los andes","273"
"1977","Ohio U. - main campus","U. De cartagena","274"
"1977","Purdue U.","U. Del valle","275"
"1977","U. Of south carolina - columbia","U. De los andes","276"
"1977","Temple U.","U. Pedagogica nal.","277"
"1977","U. Of california, berkeley","U. Javeriana","278"
"1977","Vanderbilt U.","U. Industrial de std","279"
"1977","Duke U.","U. Nal. De Col.","280"
"1977","U. Of illinois at urbana-champaign","U. Nal. De Col.","281"
"1977","Rensselaer polytechnic institute","U. De los andes","282"
"1977","U. Of houston","U. De los andes","283"
"1977","Rensselaer polytechnic institute","U. Industrial de std","284"
"1977","Rensselaer polytechnic institute","U. Industrial de std","285"
"1977","Case western reserve U.","U. Del cauca","286"
"1977","The U. Of tennessee - knoxville","U. Distrital-francisco jose de caldas","287"
"1977","U. Of south carolina - columbia","U. De los andes","288"
"1977","Rutgers, the state U. Of new jersey","U. Del norte","289"
"1977","Lehigh U.","U. Industrial de std","290"
"1977","Ball state U.","U. De pamplona","291"
"1977","U. Of louisville","U. Del atlantico","292"
"1977","U. Of cincinnati","U. Nal. De Col.","293"
"1977","U. Of rochester","U. De los andes","294"
"1977","Michigan state U.","U. Javeriana","295"
"1977","U. Of southern california","U. De los andes","296"
"1977","U. Of wyoming","U. Nal. De Col.","297"
"1977","U. Of south carolina - columbia","U. De los andes","298"
"1978","U. Of pennsylvania","U. Javeriana","299"
"1978","Virginia polytechnic institute and state U.","U. Javeriana","300"
"1978","Baylor college of medicine","U. De los andes","301"
"1978","Wake forest U.","U. De los andes","302"
"1978","Duke U.","U. Del valle","303"
"1978","U. Of california, riverside","U. Del valle","304"
"1978","U. Of missouri - columbia","U. De los andes","305"
"1978","Indiana U. Bloomington","U. De los andes","306"
"1978","U. Of south carolina - columbia","Fundacion U. De bogota - jorge tadeo lozano","307"
"1978","Suny stony brook","U. Javeriana","308"
"1978","Yale U.","Colegio mayor de nuestra señora del rosario","309"
"1978","U. Of pennsylvania","U. De los andes","310"
"1978","The U. Of texas at dallas","Colegio mayor de nuestra señora del rosario","311"
"1978","Syracuse U.","U. Distrital-francisco jose de caldas","312"
"1978","Harvard U.","U. Javeriana","313"
"1978","Harvard U.","U. Javeriana","314"
"1978","Harvard U.","London U.","315"
"1978","The new school","U. De los andes","316"
"1978","U. Of georgia","U. Nal. De Col.","317"
"1978","U. Of california, berkeley","U. Del valle","318"
"1978","Stanford U.","U. De los andes","319"
"1978","Georgia institute of technology - main campus","U. Javeriana","320"
"1978","Suny at buffalo","U. Javeriana","321"
"1978","Rensselaer polytechnic institute","U. De los andes","322"
"1978","Rensselaer polytechnic institute","U. De los andes","323"
"1978","U. Of florida","U. Industrial de std","324"
"1978","Vanderbilt U.","U. Javeriana","325"
"1978","Suny stony brook","U. Del cauca","326"
"1978","U. Of michigan - ann arbor","U. De los andes","327"
"1978","U. Of southern california","U. Distrital-francisco jose de caldas","328"
"1978","U. Of missouri - columbia","U. Nal. De Col.","329"
"1978","U. Of michigan - ann arbor","U. De los andes","330"
"1978","U. Of toledo","U. Incca de Col.","331"
"1978","U. Of pittsburgh - main campus","U. De los andes","332"
"1978","U. Of oregon","Fundacion U. De bogota - jorge tadeo lozano","333"
"1978","U. Of kansas","U. Libre","334"
"1978","U. Of houston","U. De los andes","335"
"1978","U. Of michigan - ann arbor","U. De los andes","336"
"1978","The U. Of montana","U. Pedagogica nal.","337"
"1978","Boston college","U. Pedagogica y tecnologica de Col. - uptc","338"
"1978","Washington state U.","U. Tecnologica del choco-diego luis cordoba","339"
"1978","Yeshiva U.","U. Nal. De Col.","340"
"1978","Suny college of environmental science and forestry","U. Nal. De Col.","341"
"1978","Clemson U.","U. Del tolima","342"
"1979","New york U.","U. De los andes","343"
"1979","U. Of pennsylvania","U. De los andes","344"
"1979","Suny stony brook","Colegio mayor de nuestra señora del rosario","345"
"1979","U. Of pennsylvania","U. Nal. De Col.","346"
"1979","Adelphi U.","U. Nal. De Col.","347"
"1979","U. Of arizona","U. Javeriana","348"
"1979","Texas a&m U.","Fundacion U. De bogota - jorge tadeo lozano","349"
"1979","Harvard U.","U. De madrid","350"
"1979","Marquette U.","U. Del tolima","351"
"1979","Southwestern legal foundation","Colegio mayor de nuestra señora del rosario","352"
"1979","Washington U. In st louis","U. Nal. De Col.","353"
"1979","New york U.","U. De san buenaventura","354"
"1979","Suny at buffalo","Fundacion U. De bogota - jorge tadeo lozano","355"
"1979","U. Of new hampshire","U. De antioquia","356"
"1979","Miami U.","U. De pamplona","357"
"1979","Columbia U. In the city of new york","U. Del valle","358"
"1979","Radford U.","U. Pedagogica nal.","359"
"1979","Suny stony brook","Colegio mayor de nuestra señora del rosario","360"
"1979","Pennsylvania state U.","U. Pedagogica nal.","361"
"1979","Ohio state U.","U. Nal. De Col.","362"
"1979","U. Of minnesota - ","U. De antioquia","363"
"1979","Washington state U.","U. De cartagena","364"
"1979","U. Of wisconsin - madison","U. Nal. De Col.","365"
"1979","Pennsylvania state U.","U. Pedagogica nal.","366"
"1979","U. Of utah","U. Nal. De Col.","367"
"1979","U. Of hawaii at manoa","U. De nariño","368"
"1979","Southern illinois U. Carbondale","U. Del tolima","369"
"1979","Case western reserve U.","U. Javeriana","370"
"1979","Washington U. In st louis","U. Javeriana","371"
"1979","U. Of pittsburgh - main campus","U. De los andes","372"
"1979","U. Of south carolina - columbia","U. Industrial de std","373"
"1979","Massachusetts institute of technology","U. Nal. De Col.","374"
"1979","Purdue U.","U. Nal. De Col.","375"
"1979","Rensselaer polytechnic institute","U. Nal. De Col.","376"
"1979","U. Of pittsburgh - main campus","U. Javeriana","377"
"1979","U. Of louisville","U. Nal. De Col.","378"
"1979","U. Of florida","U. Santo tomas","379"
"1979","U. Of connecticut","U. Distrital-francisco jose de caldas","380"
"1979","Syracuse U.","U. Javeriana","381"
"1979","Purdue U.","U. Distrital-francisco jose de caldas","382"
"1979","U. Of louisville","U. Javeriana","383"
"1979","Harvard U.","U. De los andes","384"
"1979","U. Of pittsburgh - main campus","U. De los andes","385"
"1979","Lehigh U.","U. Del valle","386"
"1979","Stanford U.","U. Pontificia bolivariana","387"
"1979","U. Of minnesota - twin cities","U. Nal. De Col.","388"
"1979","U. Of wisconsin - madison","U. De antioquia","389"
"1979","U. Of arizona","U. Nal. De Col.","390"
"1979","U. Of kentucky","U. Nal. De Col.","391"
"1979","Case western reserve U.","U. Del valle","392"
"1979","Ball state U.","U. Pedagogica nal.","393"
"1979","Cornell U.","U. De los andes","394"
"1979","Southern illinois U. Carbondale","U. Nal. De Col.","395"
"1979","U. Of kansas","U. Nal. De Col.","396"
"1979","U. Of new hampshire","U. De nariño","397"
"1979","U. Of kansas","U. Del atlantico","398"
"1979","U. Of kansas","U. Del atlantico","399"
"1979","Columbia U. In the city of new york","U. Javeriana","400"
"1979","Suny at albany","U. Santiago de cali","401"
"1979","Suny stony brook","U. De antioquia","402"
"1979","U. Of maryland - college park","U. Del valle","403"
"1979","Temple U.","U. Pedagogica nal.","404"
"1979","Suny stony brook","U. Javeriana","405"
"1979","U.n.j.","U. Nal. De Col.","406"
"1979","Suny stony brook","U. Pontificia bolivariana","407"
"1979","U. Of illinois at urbana-champaign","U. Pontificia bolivariana","408"
"1979","U. Of texas at austin","Colegio mayor de nuestra señora del rosario","409"
"1980","U. Of pennsylvania","U. Javeriana","410"
"1980","U. Of south carolina - columbia","Colegio de estudios superiores de administracion-cesa-","411"
"1980","Ohio state U.","U. Nal de Col.","412"
"1980","Washington U. In st louis","U. Nal de Col.","413"
"1980","The new school","U. Del valle","414"
"1980","Pratt institute","U. Nal de Col.","415"
"1980","Louisiana state U. And a&m college","Fundacion U. De bogota - jorge tadeo lozano","416"
"1980","U. Of minnesota - twin cities","U. De los andes","417"
"1980","U. Of rhode island","Fundacion U. De bogota - jorge tadeo lozano","418"
"1980","U. Of rhode island","Fundacion U. De bogota - jorge tadeo lozano","419"
"1980","U. Of florida","U. De los andes","420"
"1980","U. Of virginia","Colegio mayor de nuestra señora del rosario","421"
"1980","Temple U.","U. De los andes","422"
"1980","Suny at binghamton","U. Nal de Col.","423"
"1980","Suny at buffalo","U. Nal de Col.","424"
"1980","U. Of pennsylvania","U. De los andes","425"
"1980","Centre college","U. Del atlantico","426"
"1980","U. Of pittsburgh - main campus","U. De los andes","427"
"1980","Southern illinois U. Carbondale","U. De caldas","428"
"1980","Virginia polytechnic institute and state U.","U. Nal de Col.","429"
"1980","Southern illinois U. Carbondale","U. Nal de Col.","430"
"1980","Iowa state U.","U. Del valle","431"
"1980","Suny at buffalo","U. Javeriana","432"
"1980","Suny at buffalo","U. De los andes","433"
"1980","U. Of texas at austin","U. Nal de Col.","434"
"1980","U. Of louisville","U. Del valle","435"
"1980","U. Of massachusetts amherst","U. De cartagena","436"
"1980","U. Of illinois at urbana-champaign","U. Nal de Col.","437"
"1980","Syracuse U.","U. Javeriana","438"
"1980","Suny stony brook","U. De los andes","439"
"1980","Suny at buffalo","U. Nal de Col.","440"
"1980","Rensselaer polytechnic institute","U. Industrial de std","441"
"1980","U. Of south carolina - columbia","U. Javeriana","442"
"1980","U. Of south carolina - columbia","U. Javeriana","443"
"1980","Northeastern U.","U. De los andes","444"
"1980","Temple U.","U. Nal de Col.","445"
"1980","U. Of texas at austin","U. Nal de Col.","446"
"1980","Rensselaer polytechnic institute","U. Nal de Col.","447"
"1980","Iowa state U.","U. Del atlantico","448"
"1980","U. Of pittsburgh - main campus","U. De antioquia","449"
"1980","U. Of kansas","U. De los andes","450"
"1980","U. Of pittsburgh - main campus","U. De nariño","451"
"1980","Southern illinois U. Carbondale","U. Del atlantico","452"
"1980","Southern illinois U. Carbondale","U. De nariño","453"
"1980","Virginia polytechnic institute and state U.","U. Pedagogica nal","454"
"1980","U. Of new haven","U. Externado de Col.","455"
"1980","U. Of kansas","U. Nal de Col.","456"
"1980","U. Of oregon","U. Del atlantico","457"
"1980","Ohio U. - main campus","U. Nal de Col.","458"
"1980","U. Of cincinnati","U. Nal de Col.","459"
"1980","U. Of toledo","U. Nal de Col.","460"
"1980","U. Of connecticut","U. De los andes","461"
"1980","Washington state U.","U. Del valle","462"
"1980","Ball state U.","U. Javeriana","463"
"1980","Harvard U.","U. De los andes","464"
"1980","Syracuse U.","U. De los andes","465"
"1980","U. Of virginia","U. De los andes","466"
"1980","The new school","U. Del norte","467"
"1980","U. Of toledo","U. Nal de Col.","468"
"1980","Suny at buffalo","U. De antioquia","469"
"1980","Lehigh U.","U. De antioquia","470"
"1980","North dakota state U. - main campus","U. Nal de Col.","471"
"1981","Northern illinois U.","U. Del valle","472"
"1981","Suny stony brook","U. Eafit-","473"
"1981","Oregon state U.","U. De nariño","474"
"1981","Ohio state U.","U. Javeriana","475"
"1981","Virginia polytechnic institute and state U.","U. De los andes","476"
"1981","Oregon state U.","Fundacion U. De bogota - jorge tadeo lozano","477"
"1981","Ball state U.","U. Pedagogica y tecnologica de Col. - uptc","478"
"1981","U. Of pittsburgh - main campus","U. Del quindio","479"
"1981","Suny stony brook","U. Javeriana","480"
"1981","U. Of kansas","U. Pedagogica nal","481"
"1981","Suny stony brook","U. Del valle","482"
"1981","Indiana U. Bloomington","U. Nal de Col.","483"
"1981","Suny stony brook","U. Javeriana","484"
"1981","U. Of massachusetts amherst","U. De los andes","485"
"1981","Rensselaer polytechnic institute","Escuela Col. de ingenieria julio garavito","486"
"1981","Suny at buffalo","Escuela Col. de ingenieria julio garavito","487"
"1981","Vanderbilt U.","Escuela Col. de ingenieria julio garavito","488"
"1981","Rensselaer polytechnic institute","U. Del cauca","489"
"1981","Virginia polytechnic institute and state U.","Escuela Col. de ingenieria julio garavito","490"
"1981","U. Of southern california","U. De los andes","491"
"1981","The U. Of texas at arlington","U. Industrial de std","492"
"1981","Syracuse U.","U. Javeriana","493"
"1981","U. Of cincinnati","U. Javeriana","494"
"1981","Suny at buffalo","U. De antioquia","495"
"1981","Suny stony brook","U. Javeriana","496"
"1981","Suny stony brook","U. Javeriana","497"
"1981","U. Of rhode island","U. Javeriana","498"
"1981","Suny stony brook","U. Javeriana","499"
"1981","Northeastern U.","U. Incca de Col.","500"
"1981","Stevens institute of technology","U. Nal de Col.","501"
"1981","U. Of kentucky","U. Nal de Col.","502"
"1981","Ball state U.","U. Nal de Col.","503"
"1981","U. Of utah","U. Nal de Col.","504"
"1981","Southern illinois U. Carbondale","U. De pamplona","505"
"1981","Washington U. In st louis","U. Del quindio","506"
"1981","Ohio U. - main campus","U. De nariño","507"
"1981","Ohio U. - main campus","U. Del valle","508"
"1981","U. Of illinois at urbana-champaign","U. De los andes","509"
"1981","U. Of california, san francisco","U. De los andes","510"
"1981","School of the art institute of chicago","U. Nal de Col.","511"
"1981","Suny stony brook","U. Javeriana","512"
"1981","Suny stony brook","U. Javeriana","513"
"1981","The new school","U. Del norte","514"
"1981","Washington U. In st louis","U. Industrial de std","515"
"1982","Northwest missouri state U.","Fundacion U. De bogota - jorge tadeo lozano","516"
"1982","Suny stony brook","Colegio mayor de nuestra señora del rosario","517"
"1982","Anthropology film center","U. De los andes","518"
"1982","Lesley U.","Medical college of wisconsin","519"
"1982","American U.","U. De los andes","520"
"1982","U. Of south carolina - columbia","U. Del valle","521"
"1982","U. Of wyoming","U. Del valle","522"
"1982","U. Of connecticut","U. Pedagogica nal","523"
"1982","Suny stony brook","Colegio mayor de nuestra señora del rosario","524"
"1982","U. Of minnesota - twin cities","U. De antioquia","525"
"1982","U. Of illinois at urbana-champaign","U. De los andes","526"
"1982","U. Of illinois at chicago","U. De antioquia","527"
